id,text,human_label_1,human_label_2,adjudicated_label,note
1622050,"标题：甲流元凶被揪出？门把手不是第一，真正的毒王你此刻正攥在手里！
正文：001 重症监护室里的报警声很有节奏，嘀，嘀，嘀。 听久了会让人产生一种错觉，好像时间是可以倒流的。 二十七岁的林浩躺在那里，身上插满了管子。 就在五天前他还站在公司的茶水间里和同事吹牛，说自己这身体素质，钢铁侠来了都得递根烟。 那时候他只觉得喉咙有点干，像吞了一口糙米饭，没顺下去。 他觉得这就是空调吹多了，或者是昨晚那个麻辣火锅太咸。 没人在意这个。 冬天嘛，谁没两声咳嗽。 但这正是诡异的地方。 林浩是个有洁癖的人。 他在地铁上绝不抓扶手，出门戴口罩，甚至随身带着免洗洗手液。 他想破脑袋也想不明白，那个要把他肺部甚至心脏都要搞垮的敌人，到底是怎么突破防线的。 如果时光真的能倒流四十八小时，回到那趟拥挤的地铁一号线，镜头放慢，推近，你会发现所有的防护手段在他从口袋里掏出那个东西的一瞬间，全都失效了。 那个东西，此刻正安静地躺在林浩父母收回来的遗物袋里，黑色的屏幕上依然沾着看不见的油脂和无数肉眼无法捕捉的微观杀手。 甲流病毒从来不需要如果你是个不修边幅的人它才攻击你。 哪怕你手洗得再白净，当你下意识地拿起手机贴在脸颊上发语音，或者刚刚抓过地铁栏杆的手指划过屏幕，然后又趁着思考文案的时候揉了一下眼角，那扇大门就开了。 这甚至比直接对着个发烧的人深呼吸更危险，因为你根本意识不到手机屏幕才是那个最脏的培养皿。 这就是2023年北京两家三甲医院那个让人后背发凉的发现。 也就是在那一年，医学专家们拿着显微镜在冬季的各种表面搜寻，结果门把手上的病毒都不如手机屏幕上的多。 阳性率百分之三十八。 这意味着每三个人里，就有一个人的手机屏幕上正趴着随时准备进攻的甲型流感病毒。 它们在冰冷干燥的玻璃表面能活整整两天，四十八个小时，足够你摸几百次脸了。 你以为是别人对着你咳嗽你才中招的，其实是你亲手把毒药送进了嘴里。 002 我们把视线从ICU拉远，拉回到一百多年前那场横扫世界的西班牙大流感。 那时候的人不懂什么是病毒，只知道强壮的士兵像多米诺骨牌一样倒下。 奇怪的是，死的往往是身强力壮的年轻人，而那些病恹恹的老头老太太反而没事。 历史总是在押韵，虽然不重复。 林浩这次差点送命，医生说了一个词，叫免疫风暴。 听着很酷，实际上是一场自杀式的袭击。 林浩身体里的免疫系统太好强了，平时熬夜加班，咖啡续命，免疫系统一直在超负荷运转。 等到甲流病毒真的杀进来，这支负责保卫身体的军队疯了。 它们不仅杀病毒，连自己的肺细胞、心肌细胞一起轰炸。 华中科技大学附属协和医院的临床随访里，那些心电图乱得像涂鸦一样的患者，有百分之十二都是在感染后一周内出现的。 很多人以为发烧退了就好了，其实心脏正在暗处经历一场九级地震。 就像林浩，烧到三十九度五的时候还在回工作微信，觉得挺一挺出一身汗就行。 这种盲目的自信是致命的。 身体是有记忆的，也是有脾气的。 你想想看，一边是病毒在疯狂复制，像是一万个复印机同时开工；一边是你那失去理智的免疫系统放火烧屋子。 这也就是为什么有的年轻人早上还在工位上打字，下午就因为爆发性心肌炎被抬上救护车。 他们甚至没机会后悔。 003 问题是，谁知道这次是甲流还是普通伤风。 很多人都有个误区，觉得不就是流鼻涕打喷嚏吗。 其实甲流这个杀手很有个性，它不喜欢拖泥带水。 普通感冒是那种慢慢悠悠的客人，先让你鼻子堵一天，再让你嗓子痒一天，最后才稍微热一点。 甲流不一样，它是特种兵突袭。 前一分钟还好好的，下一分钟体温直接飙到三十八度五往上，骨头缝里像是有无数只蚂蚁在啃，那种酸痛感能让人恨不得把胳膊腿拆下来扔了。 最可怕的是那个所谓的干预窗口期。 2024年的研究追踪了四千多个重症，这帮人里头有七成当初都觉得再扛扛。 这一扛，就过了那黄金四十八小时。 在这四十八小时里，如果抗原试纸上那是两道杠，赶紧吃抗病毒药，重症率能降一大截。 一旦过了这个时间，病毒就在你身体里安营扎寨，那时候你吃什么神药都像是拿水枪救火。 老年人和孕妇不用说了，一旦感染就是九死一生。 但现在的问题是，那些自以为健康的中年职场人，也就是那种保温杯里泡枸杞、凌晨两点还在回邮件的人，最容易在这个坑里跌跟头。 身体早就透支了，免疫系统就是个空架子，看着唬人，一推就倒。 004 我们再往深里挖一挖。 除了手机，还有谁在偷偷递刀子。 办公室的那个公用打印机，按钮上的指纹印得像叠罗汉一样。 那个烧水壶的手柄，可能自从买回来就没人擦过。 你刚摸完这些，转身拿起一块饼干塞进嘴里。 上海市疾控中心的传播链分析不是吓唬人的。 病毒最喜欢这些被忽略的死角。 再加上冬天那一开暖气，屋里湿度能降到百分之三十以下。 病毒在干巴巴的空气里飘得那是欢天喜地。 你看中华环境与健康杂志做的实验，湿度要是能在百分之四十五到六十，病毒早就趴窝了。 可惜，大多数写字楼里干得能让人流鼻血。 其实我们都把预防这事儿想复杂了，又想简单了。 以为戴个口罩就万事大吉，回家外套也不换，往沙发上一躺，手里又开始刷那个全是细菌的手机屏幕。 这时候，疫苗的作用就显出来了。 虽然说打了疫苗也不一定就百分百防得住，但中国疾控中心2023年的数据摆在那，接种了的人，至少有六成能避开住进医院受那份罪。 想想看，如果不幸中招，你是愿意在家躺两天喝水，还是愿意去医院抢救室里数天花板上的灯管。 这笔账，谁都会算，但没几个人真去排队打那一针。 005 人的身体是很诚实的。 它不是机器，零件坏了能换。 现在的社会节奏把人逼成了一个个连轴转的陀螺。 吃饭不是为了营养，是为了饱腹。 睡觉不是为了休息，是为了充电好接着干活。 免疫力这种东西，听着虚无缥缈，其实就是你每天吃下去的鸡蛋、豆腐，是你晚上睡的那七个小时，是你每周那一两个小时走得气喘吁吁的路。 你要是天天拿垃圾食品和熬夜来喂它，它关键时刻自然掉链子。 说回开头那家医院。 林浩后来醒了。 从那以后，他有个雷打不动的习惯，回家进门先把手机用酒精棉片仔仔细细擦一遍。 他看手机的眼神变了，不再像看一个娱乐工具，倒像是在看一颗随时会炸的手雷。 他那帮同事笑他神经过敏，他也不解释，只是默默地把加湿器打开，把湿度调",,,,
702138,"标题：#感染甲流会有全身症状#甲流与新冠在上呼吸道方面的症状相似。但甲流的典型症状是发烧与全身肌肉酸痛，而新冠轻症与无症状患者一般不会出现这些情况。此外，新冠还可能会带来味觉、嗅觉的异常，部分患者还会出现呕
正文：#感染甲流会有全身症状#甲流与新冠在上呼吸道方面的症状相似。但甲流的典型症状是发烧与全身肌肉酸痛，而新冠轻症与无症状患者一般不会出现这些情况。此外，新冠还可能会带来味觉、嗅觉的异常，部分患者还会出现呕吐、腹泻与结膜炎的症状，这些症状在甲流感染中相对少见。 一般来说，甲流与新冠叠加这种情况几率很小。怀疑感染了甲流，可以通过甲流抗原检测试剂检测做初步判断。接种流感疫苗预防甲流最有效的方式 那么，流感高发季节应该如何做好预防呢？ 及时接种流感疫苗，是预防流感最有效的手段。推荐在甲流流行期开始之前进行接种，一般是10月。当然在流行期间也可以去接种疫苗。#我第三只眼睛#",,,,
999897,"标题：巴斯德流感疫苗 怎么了
正文：悲剧了，刚给社区医院核实，我8月20日打的就是巴斯德四价流感疫苗。 请问到底怎么了，医生让我不要慌，等通知[汗颜R] #巴斯德流感疫苗#巴斯德#巴斯德四价[OCR_O][IMG0]红 秋天的第一只流感疫苗你打了么 今年合肥的流感疫苗，好像来的比往年早些 我也是正好在vx看到，就赶紧去了 一针一百多，打不了吃亏，也打不了上当 毕竟随随便便一场感冒可能都不止这个价格 内附社区医院信息 [BR]",,,,
13339,"标题：今天打流感疫苗，竟然没有哭呢~[爱你]
正文：今天打流感疫苗，竟然没有哭呢~[爱你]",,,,
1257732,"标题：今年的赛诺菲巴斯德四价流感疫苗打完[微笑] ​​天津市预防接种证 Tianjin Vaccination Record 凡尔佳 四价流感病毒裂解疫苗 0.5mlL/支.1支／盒，模绩充型凰内注射 20
正文：今年的赛诺菲巴斯德四价流感疫苗打完[微笑] ​​天津市预防接种证 Tianjin Vaccination Record 凡尔佳 四价流感病毒裂解疫苗 0.5mlL/支.1支／盒，模绩充型凰内注射 2025/2026 SNOFI",,,,
1320834,"标题：本人70岁今年打了流感，和肺炎的疫苗，以前从来没有打过，但是今年我动摇了，原因是在今年的8月份阳了一次，第二次阳和等一次阳的症状一点不一样，首先我就烧了一天38°5，然后流水一样的鼻涕，头疼的像炸了一
正文：本人70岁今年打了流感，和肺炎的疫苗，以前从来没有打过，但是今年我动摇了，原因是在今年的8月份阳了一次，第二次阳和等一次阳的症状一点不一样，首先我就烧了一天38°5，然后流水一样的鼻涕，头疼的像炸了一样，而且还特别能吃，是我平时饭量的一倍。 阳了之后医生让我吃了治疗新冠的特效药，一天只吃一次晚饭后吃三片共吃十天，这药真不错见效快，第二天症状就轻了不少，我吃七天就停药了。 可接下来的后遗症真挺可怕的，首先我脑雾的非常严重，整个人跟老年痴呆了一样，忘性很差干活也不利索了，说话也是前言不搭后语的，而且还一着急就哆嗦，出大汗，脾气也非常急，根本控制不了。 在这我就是想告诉咱们老年朋友，如果有条件打这疫苗还是打了吧，我觉得这次的病毒伤害的是我们的神经，反正我是怕了。#预防新型流感# #流感疫苗#流感病毒裂解疫苗 ZS20083016 Inactivated 华兰生物疫苗股份有限公司 SINOVAC Vaccine Inc. 绝费冬 5 23价肺炎球菌多糖疫苗 12F 、14、15B 童为 19F 本品不 含防藏剂 0.5ml/支 S 雅",,,,
1385876,"标题：一般流感疫苗效果的最佳期间是在注射后三个月左右，然后会慢慢减弱。姐姐2月1日考试，我冥思苦想了好久后给姐姐预约了两次流感疫苗💉结果人算不如天算，日本今年流感提前爆发。姐弟俩打过第一针后还没抗到第二针
正文：一般流感疫苗效果的最佳期间是在注射后三个月左右，然后会慢慢减弱。姐姐2月1日考试，我冥思苦想了好久后给姐姐预约了两次流感疫苗💉结果人算不如天算，日本今年流感提前爆发。姐弟俩打过第一针后还没抗到第二针就中招了[恐惧]姐姐说最难受那天的记忆都是断片的。今天大病初愈，继续奋斗💪还有最后10个星期",,,,
1581030,"标题：甲流流行，我虽打过疫苗，任然感冒，不过没有高热，🈶嗓子疼，分泌物多，乏力，不出汗。好像症状比没打过疫苗轻一点。 建议老年人还是提前打疫苗吧。 上海·公园3000・黄兴花园 ​​
正文：甲流流行，我虽打过疫苗，任然感冒，不过没有高热，🈶嗓子疼，分泌物多，乏力，不出汗。好像症状比没打过疫苗轻一点。 建议老年人还是提前打疫苗吧。 上海·公园3000・黄兴花园 ​​",,,,
920477,"标题：#勇敢的宝宝 #涂氟  今天打流感疫苗第二针，进去就跟大夫说：“阿姨，给我轻轻的打哦！”大夫说：“好，我给你轻轻的打。”全程一点没哭。略微有点小紧张！打完针出来，一通彩虹屁🌈，夸宝贝好勇敢！真棒👍
正文：#勇敢的宝宝 #涂氟  今天打流感疫苗第二针，进去就跟大夫说：“阿姨，给我轻轻的打哦！”大夫说：“好，我给你轻轻的打。”全程一点没哭。略微有点小紧张！打完针出来，一通彩虹屁🌈，夸宝贝好勇敢！真棒👍👍👍！ 顺道隔壁去看看牙🦷，距离小朋友上一次涂氟已经很久了，牙齿有些发黑，正好让医生看看，好在没什么问题，医生的意见是涂氟只是辅助，最重要的是一定要好好刷牙！✌️[OCR_O]  H youn complicated life is a mage 器械盒 你若简单生活就是童话 f your sinple life is a fainy tale",,,,
584657,"标题：#家有一年级# 流感疫苗安排。小时候感冒吓到了，每年必须记得打流感疫苗 ​​
正文：#家有一年级# 流感疫苗安排。小时候感冒吓到了，每年必须记得打流感疫苗 ​​",,,,
